sound_ID,emotion,intensity,Ave,Max,Min,range,Std,Grow_rate,temp
0337_2,Fear,6,106.5,107,106,0.707106781,1,0.009433962,1.604935691
0342_2,Happiness,5,102.5,103,102,0.707106781,1,0.009803922,1.599935691
0363_2,Happiness,8,101.33,105,99,3.214550254,6,0.060606061,1.589935691
0420_2,Happiness,4,98,98,98,0,0,0,1.589935691
0421_2,Happiness,3,99.5,100,99,0.707106781,1,0.01010101,1.589935691
0422_2,Happiness,5,98.5,99,98,0.707106781,1,0.010204082,1.589935691
0461_2,Happiness,4,99,99,99,0,0,0,1.589935691
0463_2,Fear,3,99.33,101,98,1.527525232,3,0.030612245,1.589935691
0603_2,Fear,1,100,100,100,0,0,0,1.574935691
0621_2,Happiness,3,99,100,98,1.414213562,2,0.020408163,1.574935691
0622_2,Happiness,4,100,101,99,1,2,0.02020202,1.574935691
0624_2,Sadness,5,97.5,98,97,0.707106781,1,0.010309278,1.594935691
0677_2,Fear,5,98.5,99,98,0.707106781,1,0.010204082,1.594935691
0690_2,Fear,1,97.33,98,97,0.577350269,1,0.010309278,1.594935691
0706_2,Sadness,4,99,99,99,0,0,0,1.594935691
0726_2,Happiness,5,94.67,97,93,2.081665999,4,0.043010753,1.594935691
0736_2,Fear,5,91,93,89,2,4,0.04494382,1.584935691
0740_2,Sadness,3,94,94,94,0,0,0,1.584935691
0777_2,Sadness,4,94.5,95,94,0.707106781,1,0.010638298,1.584935691
0790_2,Fear,1,93.5,94,93,0.707106781,1,0.010752688,1.584935691
0799_2,Sadness,4,93.5,94,93,0.707106781,1,0.010752688,1.559935691
0809_2,Happiness,3,92.5,93,92,0.707106781,1,0.010869565,1.554935691
0825_2,Happiness,3,94.5,95,94,0.707106781,1,0.010638298,1.524935691
0826_2,Fear,4,96,96,96,0,0,0,1.524935691
0867_2,Happiness,3,96.5,97,96,0.707106781,1,0.010416667,1.524935691
0897_2,Happiness,4,97.5,98,97,0.707106781,1,0.010309278,1.524935691
0907_2,Sadness,2,96.5,97,96,0.707106781,1,0.010416667,1.514935691
0908_2,Fear,2,96.5,97,96,0.707106781,1,0.010416667,1.514935691
0918_2,Fear,2,97,97,97,0,0,0,1.514935691
0919_2,Happiness,1,95,96,94,1.414213562,2,0.021276596,1.514935691
0920_2,Happiness,3,97.5,98,97,0.707106781,1,0.010309278,1.524935691
0921_2,Fear,2,98.5,99,98,0.707106781,1,0.010204082,1.524935691
0928_2,Sadness,1,95,95,95,0,0,0,1.524935691
0938_2,Happiness,1,94.5,95,94,0.707106781,1,0.010638298,1.524935691
0942_2,Fear,4,93,93,93,0,0,0,1.524935691
0957_2,Fear,2,94.33,95,94,0.577350269,1,0.010638298,1.544935691
0960_2,Fear,4,93.5,94,93,0.707106781,1,0.010752688,1.544935691
0981_2,Fear,3,93,93,93,0,0,0,1.544935691
0999_2,Fear,2,94.5,95,94,0.707106781,1,0.010638298,1.544935691
1001_2,Sadness,3,96.67,97,96,0.577350269,1,0.010416667,1.554935691
1041_2,Fear,5,94.5,95,94,0.707106781,1,0.010638298,1.554935691
1042_2,Fear,4,97,97,97,0,0,0,1.554935691
1044_2,Happiness,2,98,98,98,0,0,0,1.554935691
1045_2,Fear,3,98.5,99,98,0.707106781,1,0.010204082,1.554935691
1066_2,Happiness,1,98.5,99,98,0.707106781,1,0.010204082,1.539935691
1159_2,Fear,3,99,99,99,0,0,0,1.539935691
0275_2,Fear,9,101,102,100,1.414213562,2,0.02,1.539935691
0276_2,Sadness,1,103,103,103,0,0,0,1.539935691
0278_2,Fear,1,103,103,103,0,0,0,1.539935691
0311_2,Happiness,2,102,102,102,0,0,0,1.534935691
0355_2,Sadness,2,102,103,101,1.414213562,2,0.01980198,1.514935691
0367_2,Fear,2,101,101,101,0,0,0,1.514935691
0490_2,Happiness,3,96.5,97,96,0.707106781,1,0.010416667,1.479935691
0679_2,Sadness,4,98,98,98,0,0,0,1.479935691
0708_2,Sadness,3,97,97,97,0,0,0,1.464935691
0750_2,Fear,3,97,97,97,0,0,0,1.464935691
0804_2,Sadness,4,96.33,98,94,2.081665999,4,0.042553191,1.464935691
0810_2,Fear,3,96.5,97,96,0.707106781,1,0.010416667,1.464935691
0811_2,Fear,4,97.5,98,97,0.707106781,1,0.010309278,1.464935691
0886_2,Happiness,7,83,86,80,4.242640687,6,0.075,1.464935691
0890_2,Fear,3,78.5,80,77,2.121320344,3,0.038961039,1.464935691
1027_2,Happiness,3,75,76,74,1.414213562,2,0.027027027,1.489935691
1385_2,Fear,7,80.5,84,77,4.949747468,7,0.090909091,1.499935691
